name,id,details_link,price,average_mark,database_operations,read_cached_mbps,read_uncached_mbps,write_mbps,latency,threaded_mbps,memory_size_gb,original_price
Chun Well Technology Holding Limited D4U0840140B 8GB,rk19640,https://www.memorybenchmark.net/ram.php?ram=Chun+Well+Technology+Holding+Limited+D4U0840140B+8GB&id=19640,0.1890551527136892,0.9275147928994084,7322.0,35957.0,29420.0,23956.0,0.1011235955056179,0.2116548715371863,8,124.96513513513514
Team Group Inc. TOMGROUP-UD4-4200 8GB,rk16110,https://www.memorybenchmark.net/ram.php?ram=Team+Group+Inc.+TOMGROUP-UD4-4200+8GB&id=16110,0.1890551527136892,0.8097633136094675,9616.0,36737.0,29376.0,21568.0,0.1235955056179775,0.2284435594836128,8,124.96513513513514
Galaxy Microsystems Ltd. D4U0840185B 8GB,rk19853,https://www.memorybenchmark.net/ram.php?ram=Galaxy+Microsystems+Ltd.+D4U0840185B+8GB&id=19853,0.1890551527136892,1.0,12988.0,40899.0,29311.0,22494.0,0.0786516853932584,0.2349289239742464,8,124.96513513513514
G Skill Intl F4-3800C13-8GTZN 8GB,rk16234,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3800C13-8GTZN+8GB&id=16234,0.1890551527136892,0.8662721893491123,10085.0,36935.0,28979.0,22048.0,0.1292134831460674,0.2164120578000479,8,124.96513513513514
G Skill Intl F4-4000C14-16GVK 16GB,rk17084,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-16GVK+16GB&id=17084,0.1890551527136892,0.9713017751479288,12357.0,37501.0,28052.0,23164.0,0.0955056179775281,0.2168534946299679,16,124.96513513513514
Acer BL.9BWWR.228 8GB,rk22007,https://www.memorybenchmark.net/ram.php?ram=Acer+BL.9BWWR.228+8GB&id=22007,0.1890551527136892,0.8863905325443786,9429.0,36982.0,27969.0,20977.0,0.1179775280898876,0.200741050337887,8,124.96513513513514
G Skill Intl F4-4000C16-16GTEG 16GB,rk19854,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GTEG+16GB&id=19854,0.1890551527136892,0.8535502958579881,8192.0,35949.0,27867.0,21321.0,0.1179775280898876,0.1875167299862403,16,124.96513513513514
G Skill Intl F4-3600C14-16GTZNA 16GB,rk17255,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTZNA+16GB&id=17255,0.1890551527136892,0.8174556213017752,9663.0,36780.0,27306.0,20334.0,0.1404494382022472,0.1962562399913591,16,124.96513513513514
Corsair CMT32GX4M2Z3600C14 16GB,rk18029,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2Z3600C14+16GB&id=18029,0.1890551527136892,0.8402366863905324,7535.0,35424.0,27278.0,20587.0,0.1179775280898876,0.1911515396283477,16,124.96513513513514
G Skill Intl F4-4000C14-8GTZN 8GB,rk17732,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-8GTZN+8GB&id=17732,0.1890551527136892,0.8434911242603549,8933.0,36161.0,27143.0,20015.0,0.1235955056179775,0.2023800019723773,8,124.96513513513514
G Skill Intl F4-3600C14-8GTRSA 8GB,rk18647,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-8GTRSA+8GB&id=18647,0.1890551527136892,0.7745562130177515,8553.0,35020.0,27028.0,19255.0,0.1348314606741573,0.198829722787063,8,124.96513513513514
Corsair CMT16GX4M2Z3600C14 8GB,rk19855,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT16GX4M2Z3600C14+8GB&id=19855,0.1890551527136892,0.6680473372781066,5341.0,35236.0,26892.0,17897.0,0.1348314606741573,0.1743722439548983,8,124.96513513513514
G Skill Intl F4-4000C16-16GVKA 16GB,rk16858,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GVKA+16GB&id=16858,0.1890551527136892,0.8701183431952662,10085.0,37167.0,26841.0,20087.0,0.1179775280898876,0.192569772847878,16,124.96513513513514
Asgard VMA49UG-AMC1U2AV3 8GB,rk19221,https://www.memorybenchmark.net/ram.php?ram=Asgard+VMA49UG-AMC1U2AV3+8GB&id=19221,0.1890551527136892,0.7263313609467454,6917.0,35155.0,26813.0,18225.0,0.146067415730337,0.1801860609276748,8,124.96513513513514
Chun Well Technology Holding Limited D4U0836161B 8GB,rk20115,https://www.memorybenchmark.net/ram.php?ram=Chun+Well+Technology+Holding+Limited+D4U0836161B+8GB&id=20115,0.1890551527136892,0.7014792899408284,5316.0,34798.0,26741.0,16779.0,0.1404494382022472,0.1692487590459329,8,124.96513513513514
G Skill Intl F4-4000C14-16GTZN 16GB,rk17317,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-16GTZN+16GB&id=17317,0.1890551527136892,0.7872781065088756,8845.0,36234.0,26729.0,20167.0,0.146067415730337,0.1988250266505745,16,124.96513513513514
Hewlett-Packard 54N63AA# 16GB,rk20156,https://www.memorybenchmark.net/ram.php?ram=Hewlett-Packard+54N63AA%23+16GB&id=20156,0.1890551527136892,0.8017751479289941,7095.0,35912.0,26692.0,19009.0,0.1292134831460674,0.1717236229753782,16,124.96513513513514
Hewlett-Packard 48U41AA# 8GB,rk23618,https://www.memorybenchmark.net/ram.php?ram=Hewlett-Packard+48U41AA%23+8GB&id=23618,0.1890551527136892,0.794378698224852,6580.0,34279.0,26685.0,18654.0,0.1292134831460674,0.1653274850780263,8,124.96513513513514
G Skill Intl F4-3600C14-16GVKA 16GB,rk16743,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GVKA+16GB&id=16743,0.1890551527136892,0.8911242603550296,9095.0,36285.0,26614.0,20330.0,0.1067415730337078,0.1973833127486017,16,124.96513513513514
Corsair CMW16GX4M2Z3600C14 8GB,rk17870,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2Z3600C14+8GB&id=17870,0.1890551527136892,0.7656804733727811,7755.0,36016.0,26507.0,18833.0,0.1404494382022472,0.1742172714507774,8,124.96513513513514
OCMEMORY OCM3200CL18-8GBNH 8GB,rk15740,https://www.memorybenchmark.net/ram.php?ram=OCMEMORY+OCM3200CL18-8GBNH+8GB&id=15740,0.1890551527136892,0.7115384615384615,5846.0,35561.0,26491.0,15954.0,0.1348314606741573,0.1831493230519252,8,124.96513513513514
G Skill Intl F4-4000C16-8GTZNA 8GB,rk16562,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-8GTZNA+8GB&id=16562,0.1890551527136892,0.7213017751479289,7529.0,35905.0,26400.0,18185.0,0.1516853932584269,0.1799982154681343,8,124.96513513513514
Mushkin MLA4C360GKKP16G 16GB,rk18276,https://www.memorybenchmark.net/ram.php?ram=Mushkin+MLA4C360GKKP16G+16GB&id=18276,0.1890551527136892,0.7988165680473371,9719.0,36035.0,26373.0,18854.0,0.1516853932584269,0.1914473962271239,16,124.96513513513514
Hewlett-Packard 48U45AA# 16GB,rk18372,https://www.memorybenchmark.net/ram.php?ram=Hewlett-Packard+48U45AA%23+16GB&id=18372,0.1890551527136892,0.930473372781065,9039.0,36841.0,26332.0,19525.0,0.0842696629213483,0.1806603707130144,16,124.96513513513514
G Skill Intl F4-3600C14-8GTEGA 8GB,rk19637,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-8GTEGA+8GB&id=19637,0.1890551527136892,0.7692307692307692,7661.0,34400.0,26318.0,18439.0,0.1348314606741573,0.1803504257047727,8,124.96513513513514
Corsair CMW16GX4M2G4000C16 8GB,rk18350,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMW16GX4M2G4000C16+8GB&id=18350,0.1890551527136892,0.7772189349112426,7808.0,33560.0,26278.0,19374.0,0.1067415730337078,0.1797915854626399,8,124.96513513513514
G Skill Intl F4-4000C14-8GTZR 8GB,rk16888,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-8GTZR+8GB&id=16888,0.1890551527136892,0.777810650887574,8129.0,36448.0,26215.0,18612.0,0.1348314606741573,0.1923349660234525,8,124.96513513513514
Mushkin MLA4C360JNNM32G 32GB,rk16724,https://www.memorybenchmark.net/ram.php?ram=Mushkin+MLA4C360JNNM32G+32GB&id=16724,0.1890551527136892,0.7449704142011835,6424.0,35925.0,26135.0,17998.0,0.1629213483146067,0.1596968174283017,32,124.96513513513514
G Skill Intl F4-4000C14-8GVK 8GB,rk18291,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-8GVK+8GB&id=18291,0.1890551527136892,0.7893491124260354,8904.0,35510.0,26102.0,20007.0,0.1235955056179775,0.2036291742783212,8,124.96513513513514
G Skill Intl F4-4000C14-16GTES 16GB,rk17169,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-16GTES+16GB&id=17169,0.1890551527136892,0.9538461538461538,13346.0,38496.0,26100.0,20709.0,0.0955056179775281,0.2177692412452275,16,124.96513513513514
V-Color Technology Inc. TL1636818A-E6PRKWK 16GB,rk19001,https://www.memorybenchmark.net/ram.php?ram=V-Color+Technology+Inc.+TL1636818A-E6PRKWK+16GB&id=19001,0.1890551527136892,0.7207100591715976,5917.0,35525.0,26084.0,16272.0,0.1516853932584269,0.1546907359315491,16,124.96513513513514
G Skill Intl F4-4266C16-16GTEG 16GB,rk19904,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4266C16-16GTEG+16GB&id=19904,0.1890551527136892,0.7423076923076923,8807.0,34647.0,26044.0,19244.0,0.1573033707865168,0.1856617560732785,16,124.96513513513514
G Skill Intl F4-4000C14-16GTZR 16GB,rk16987,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-16GTZR+16GB&id=16987,0.1890551527136892,0.8784023668639054,9491.0,36722.0,26029.0,19981.0,0.1011235955056179,0.1867606520115901,16,124.96513513513514
Corsair CM4X8GD3600C16K2E 8GB,rk18754,https://www.memorybenchmark.net/ram.php?ram=Corsair+CM4X8GD3600C16K2E+8GB&id=18754,0.1890551527136892,0.6710059171597633,5612.0,35239.0,26014.0,16168.0,0.1516853932584269,0.1582034460249552,8,124.96513513513514
A-DATA Technology AX4U360016G18I-BW50 16GB,rk25493,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U360016G18I-BW50+16GB&id=25493,0.1890551527136892,0.6644970414201183,6781.0,34656.0,25969.0,15595.0,0.1853932584269663,0.1669664367125166,16,124.96513513513514
G Skill Intl F4-4266C16-16GTRG 16GB,rk20994,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4266C16-16GTRG+16GB&id=20994,0.1890551527136892,0.9414201183431952,10291.0,37356.0,25939.0,20892.0,0.0955056179775281,0.204821992946403,16,124.96513513513514
G Skill Intl F4-3600C14-16GTZN 16GB,rk15732,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTZN+16GB&id=15732,0.1890551527136892,0.7834319526627218,8295.0,35425.0,25937.0,18900.0,0.1404494382022472,0.1769222460681597,16,124.96513513513514
Mushkin MRX4U360EKKT8G 8GB,rk20411,https://www.memorybenchmark.net/ram.php?ram=Mushkin+MRX4U360EKKT8G+8GB&id=20411,0.1890551527136892,0.7281065088757397,7457.0,34828.0,25914.0,17737.0,0.146067415730337,0.1724843970865169,8,124.96513513513514
Asgard VMA47UH-AMC1U23T3 16GB,rk21800,https://www.memorybenchmark.net/ram.php?ram=Asgard+VMA47UH-AMC1U23T3+16GB&id=21800,0.1890551527136892,0.8420118343195266,7332.0,36532.0,25904.0,19644.0,0.1179775280898876,0.1803551218412612,16,124.96513513513514
Corsair CMT32GX4M2Z4000C16 16GB,rk17303,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2Z4000C16+16GB&id=17303,0.1890551527136892,0.7343195266272189,8581.0,33928.0,25895.0,18776.0,0.1629213483146067,0.1756777698987043,16,124.96513513513514
G Skill Intl F4-4000C18-8GTZN 8GB,rk16819,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C18-8GTZN+8GB&id=16819,0.1890551527136892,0.7402366863905325,8208.0,36646.0,25865.0,18142.0,0.1516853932584269,0.1868827515602913,8,124.96513513513514
G Skill Intl F4-4000C18-16GTEG 16GB,rk21422,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C18-16GTEG+16GB&id=21422,0.1890551527136892,0.7704142011834318,9513.0,37097.0,25827.0,18114.0,0.1629213483146067,0.2036009974593901,16,124.96513513513514
Aigo Data Security Technology Co. Ltd UCC418B C3600/16G 16GB,rk27005,https://www.memorybenchmark.net/ram.php?ram=Aigo+Data+Security+Technology+Co.+Ltd+UCC418B+C3600%2F16G+16GB&id=27005,0.1890551527136892,0.7982248520710058,7677.0,35320.0,25810.0,18302.0,0.1123595505617977,0.1631437816108687,16,124.96513513513514
G Skill Intl F4-4000C16-16GVK 16GB,rk15582,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GVK+16GB&id=15582,0.1890551527136892,0.7739644970414201,8463.0,35817.0,25799.0,19027.0,0.146067415730337,0.1850089931013755,16,124.96513513513514
PNY Technologies Inc 16GF2X08RHLL42-135-K 16GB,rk26109,https://www.memorybenchmark.net/ram.php?ram=PNY+Technologies+Inc+16GF2X08RHLL42-135-K+16GB&id=26109,0.1890551527136892,0.7609467455621302,6750.0,35674.0,25701.0,18495.0,0.146067415730337,0.1660647785067225,16,124.96513513513514
Chun Well Technology Holding Limited ND4U0840180BRQDE 8GB,rk18574,https://www.memorybenchmark.net/ram.php?ram=Chun+Well+Technology+Holding+Limited+ND4U0840180BRQDE+8GB&id=18574,0.1890551527136892,0.6559171597633136,6196.0,34792.0,25692.0,14853.0,0.1404494382022472,0.1852907612906861,8,124.96513513513514
Acer BL.9BWWR.294 8GB,rk24812,https://www.memorybenchmark.net/ram.php?ram=Acer+BL.9BWWR.294+8GB&id=24812,0.1890551527136892,0.7491124260355029,7936.0,34894.0,25687.0,17766.0,0.1292134831460674,0.1881131393202812,8,124.96513513513514
Acer BL.9BWWR.280 16GB,rk18213,https://www.memorybenchmark.net/ram.php?ram=Acer+BL.9BWWR.280+16GB&id=18213,0.1890551527136892,0.6470414201183432,4687.0,38751.0,25680.0,18477.0,0.1292134831460674,0.1730432373286497,16,124.96513513513514
A-DATA Technology AX4U3600316G18I-BB10 16GB,rk21571,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U3600316G18I-BB10+16GB&id=21571,0.1890551527136892,0.8325443786982247,9934.0,38673.0,25660.0,18976.0,0.1235955056179775,0.1746023546428353,16,124.96513513513514
Asgard VMA47UG-AMC1U2AV3 8GB,rk18607,https://www.memorybenchmark.net/ram.php?ram=Asgard+VMA47UG-AMC1U2AV3+8GB&id=18607,0.1890551527136892,0.7115384615384615,6360.0,35127.0,25649.0,17561.0,0.1404494382022472,0.1665860496569472,8,124.96513513513514
G Skill Intl F4-3600C14-16GTRS 16GB,rk15896,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTRS+16GB&id=15896,0.1890551527136892,0.7920118343195266,8919.0,35382.0,25647.0,19237.0,0.1404494382022472,0.1827313669044477,16,124.96513513513514
A-DATA Technology AX4U360032G18I-SWHD3 32GB,rk24629,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U360032G18I-SWHD3+32GB&id=24629,0.1890551527136892,0.8340236686390532,8945.0,39587.0,25639.0,17229.0,0.1292134831460674,0.1550006809397908,32,124.96513513513514
A-DATA Technology AX4U360016G18I-SB10 16GB,rk22475,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U360016G18I-SB10+16GB&id=22475,0.1890551527136892,0.7245562130177514,6260.0,34308.0,25636.0,15304.0,0.146067415730337,0.1773824674440338,16,124.96513513513514
G Skill Intl F4-3600C14-16GTZR 16GB,rk15806,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTZR+16GB&id=15806,0.1890551527136892,0.7828402366863905,8053.0,35167.0,25602.0,18408.0,0.1348314606741573,0.1723153361729305,16,124.96513513513514
G Skill Intl F4-3600C14-16GTZRA 16GB,rk17104,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTZRA+16GB&id=17104,0.1890551527136892,0.7926035502958579,8303.0,35040.0,25595.0,19068.0,0.1348314606741573,0.1770584340263265,16,124.96513513513514
G Skill Intl F4-3600C14-8GVKA 8GB,rk17213,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-8GVKA+8GB&id=17213,0.1890551527136892,0.7411242603550297,7391.0,34027.0,25555.0,17936.0,0.146067415730337,0.1691971015445593,8,124.96513513513514
Apacer Technology GD2.2229BH.001 16GB,rk18566,https://www.memorybenchmark.net/ram.php?ram=Apacer+Technology+GD2.2229BH.001+16GB&id=18566,0.1890551527136892,0.8482248520710058,8877.0,37267.0,25519.0,18400.0,0.1179775280898876,0.1435655885902668,16,124.96513513513514
G Skill Intl F4-3800C14-16GTZN 16GB,rk15860,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3800C14-16GTZN+16GB&id=15860,0.1890551527136892,0.7532544378698225,8562.0,35824.0,25513.0,19118.0,0.1573033707865168,0.1781855067835691,16,124.96513513513514
G Skill Intl F4-3600C14-8GTZNA 8GB,rk17298,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-8GTZNA+8GB&id=17298,0.1890551527136892,0.7523668639053254,8387.0,33971.0,25510.0,17622.0,0.1404494382022472,0.1975523736621881,8,124.96513513513514
PUSKILL DJRGB16GB36C18 16GB,rk25725,https://www.memorybenchmark.net/ram.php?ram=PUSKILL+DJRGB16GB36C18+16GB&id=25725,0.1890551527136892,0.8423076923076922,9204.0,36021.0,25490.0,18392.0,0.1123595505617977,0.1759877149069461,16,124.96513513513514
G Skill Intl F4-3600C14-16GTESA 16GB,rk16789,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C14-16GTESA+16GB&id=16789,0.1890551527136892,0.7636094674556213,8203.0,34378.0,25489.0,19258.0,0.1516853932584269,0.1831446269154367,16,124.96513513513514
Mushkin MR[ABC]4U360JNNM32G 32GB,rk16548,https://www.memorybenchmark.net/ram.php?ram=Mushkin+MR%5BABC%5D4U360JNNM32G+32GB&id=16548,0.1890551527136892,0.779585798816568,7865.0,36118.0,25456.0,17201.0,0.1404494382022472,0.1630357704716329,32,124.96513513513514
G Skill Intl F4-4000C16-16GTZRA 16GB,rk17759,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GTZRA+16GB&id=17759,0.1890551527136892,0.867455621301775,9663.0,36004.0,25444.0,19849.0,0.1067415730337078,0.1945703269919836,16,124.96513513513514
Corsair CMK16GX4M2B4000C19 8GB,rk17671,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK16GX4M2B4000C19+8GB&id=17671,0.1890551527136892,0.6754437869822485,5963.0,36322.0,25440.0,15979.0,0.1685393258426966,0.1347368519918663,8,124.96513513513514
G Skill Intl F4-4000C14-8GTES 8GB,rk17789,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-8GTES+8GB&id=17789,0.1890551527136892,0.7183431952662722,8640.0,32767.0,25438.0,19631.0,0.146067415730337,0.227903503787434,8,124.96513513513514
Corsair CMK16GX4M2G4000C16 8GB,rk15960,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMK16GX4M2G4000C16+8GB&id=15960,0.1890551527136892,0.8701183431952662,8099.0,36939.0,25434.0,18879.0,0.0955056179775281,0.1762319140043486,8,124.96513513513514
A-DATA Technology AX4U360032G18I-BBKD4 32GB,rk21160,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U360032G18I-BBKD4+32GB&id=21160,0.1890551527136892,0.7550295857988165,7540.0,36233.0,25434.0,18364.0,0.1629213483146067,0.1776078819954823,32,124.96513513513514
A-DATA Technology AX4U36008G18I-DW50 8GB,rk21268,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U36008G18I-DW50+8GB&id=21268,0.1890551527136892,0.6792899408284023,6600.0,34828.0,25427.0,16719.0,0.1573033707865168,0.1742078791778004,8,124.96513513513514
Chun Well Technology Holding Limited MD4U0846181BRPDE 8GB,rk21913,https://www.memorybenchmark.net/ram.php?ram=Chun+Well+Technology+Holding+Limited+MD4U0846181BRPDE+8GB&id=21913,0.1890551527136892,0.6958579881656803,8194.0,35974.0,25422.0,18418.0,0.1685393258426966,0.2630165163120301,8,124.96513513513514
Hewlett-Packard 54N61AA# 8GB,rk20235,https://www.memorybenchmark.net/ram.php?ram=Hewlett-Packard+54N61AA%23+8GB&id=20235,0.1890551527136892,0.7366863905325443,9265.0,35163.0,25401.0,17423.0,0.1516853932584269,0.1664451655622919,8,124.96513513513514
V-Color Technology Inc. TO408G32S816DSPSXS 8GB,rk20209,https://www.memorybenchmark.net/ram.php?ram=V-Color+Technology+Inc.+TO408G32S816DSPSXS+8GB&id=20209,0.1890551527136892,0.6355029585798817,4950.0,33677.0,25388.0,15569.0,0.1629213483146067,0.1463503975279537,8,124.96513513513514
G Skill Intl F4-4000C16-16GTRGA 16GB,rk17351,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GTRGA+16GB&id=17351,0.1890551527136892,0.8502958579881656,9492.0,35570.0,25371.0,20166.0,0.1179775280898876,0.1958664606628127,16,124.96513513513514
G Skill Intl F4-5333C22-8GTRG 8GB,rk16879,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-5333C22-8GTRG+8GB&id=16879,0.1890551527136892,0.9514792899408284,8436.0,36653.0,25336.0,21434.0,0.0617977528089887,0.264284473163928,8,124.96513513513514
G Skill Intl F4-4000C14-8GTRS 8GB,rk18064,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C14-8GTRS+8GB&id=18064,0.1890551527136892,0.8011834319526627,10534.0,36311.0,25284.0,19723.0,0.1179775280898876,0.2052540375033459,8,124.96513513513514
Essencore Limited KD4AGU880-36A180Z 16GB,rk15913,https://www.memorybenchmark.net/ram.php?ram=Essencore+Limited+KD4AGU880-36A180Z+16GB&id=15913,0.1890551527136892,0.7639053254437869,7469.0,35290.0,25276.0,18184.0,0.1404494382022472,0.1695540079176861,16,124.96513513513514
Corsair CMT32GX4M2Z4000C18 16GB,rk19857,https://www.memorybenchmark.net/ram.php?ram=Corsair+CMT32GX4M2Z4000C18+16GB&id=19857,0.1890551527136892,0.7792899408284024,9279.0,37416.0,25255.0,18663.0,0.1516853932584269,0.1763117483246533,16,124.96513513513514
Asgard VAM4UX36C188G-CGURBN 8GB,rk24903,https://www.memorybenchmark.net/ram.php?ram=Asgard+VAM4UX36C188G-CGURBN+8GB&id=24903,0.1890551527136892,0.6281065088757396,5126.0,33321.0,25237.0,15817.0,0.1573033707865168,0.1543291334219337,8,124.96513513513514
G Skill Intl F4-4400C19-32GVK 32GB,rk17758,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4400C19-32GVK+32GB&id=17758,0.1890551527136892,0.8499999999999999,10731.0,39091.0,25225.0,19453.0,0.1404494382022472,0.2028214388022973,32,124.96513513513514
Asgard VAM4UX36C188G-DVALWN 8GB,rk24708,https://www.memorybenchmark.net/ram.php?ram=Asgard+VAM4UX36C188G-DVALWN+8GB&id=24708,0.1890551527136892,0.6819526627218935,5151.0,33435.0,25224.0,17438.0,0.1629213483146067,0.1641675393653641,8,124.96513513513514
Team Group Inc. TEAMGROUP-UD4-4300 8GB,rk14601,https://www.memorybenchmark.net/ram.php?ram=Team+Group+Inc.+TEAMGROUP-UD4-4300+8GB&id=14601,0.1890551527136892,0.8896449704142011,9715.0,37164.0,25207.0,19028.0,0.0786516853932584,0.2153460348171559,8,124.96513513513514
A-DATA Technology AX4U36008G18I-DW60 8GB,rk21727,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U36008G18I-DW60+8GB&id=21727,0.1890551527136892,0.7411242603550297,7113.0,34872.0,25207.0,18014.0,0.146067415730337,0.1799747347856918,8,124.96513513513514
Kingbank Technology Co Ltd  8GB,rk17567,https://www.memorybenchmark.net/ram.php?ram=Kingbank+Technology+Co+Ltd++8GB&id=17567,0.1890551527136892,0.67396449704142,6362.0,34225.0,25192.0,18013.0,0.1573033707865168,0.1701128481598189,8,124.96513513513514
Thermaltake Technology Co Ltd R020D408GX2-3200C16A 8GB,rk16401,https://www.memorybenchmark.net/ram.php?ram=Thermaltake+Technology+Co+Ltd+R020D408GX2-3200C16A+8GB&id=16401,0.1890551527136892,0.7242603550295859,8256.0,36111.0,25183.0,17375.0,0.1629213483146067,0.1686147806199839,8,124.96513513513514
Lexar Co Limited LD4BU016G-H3600U0H 16GB,rk24855,https://www.memorybenchmark.net/ram.php?ram=Lexar+Co+Limited+LD4BU016G-H3600U0H+16GB&id=24855,0.1890551527136892,0.7121301775147928,5996.0,34204.0,25172.0,16231.0,0.1516853932584269,0.1635852184407887,16,124.96513513513514
Patriot Memory (PDP Systems) 4000 C16 Series 8GB,rk18239,https://www.memorybenchmark.net/ram.php?ram=Patriot+Memory+%28PDP+Systems%29+4000+C16+Series+8GB&id=18239,0.1890551527136892,0.8186390532544379,8393.0,37166.0,25166.0,18881.0,0.1123595505617977,0.1984916009598903,8,124.96513513513514
G Skill Intl F4-3600C16-16GTEGC 16GB,rk17851,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-3600C16-16GTEGC+16GB&id=17851,0.1890551527136892,0.8588757396449704,8706.0,34777.0,25141.0,18752.0,0.1067415730337078,0.1716907500199586,16,124.96513513513514
G Skill Intl F4-4000C16-16GTZNA 16GB,rk16474,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4000C16-16GTZNA+16GB&id=16474,0.1890551527136892,0.7514792899408285,8366.0,35258.0,25089.0,18944.0,0.1516853932584269,0.1810736307240034,16,124.96513513513514
A-DATA Technology AX4U360032G18I-DTBKD 32GB,rk23693,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U360032G18I-DTBKD+32GB&id=23693,0.1890551527136892,0.6810650887573964,6364.0,35941.0,25073.0,14971.0,0.1629213483146067,0.1118290982009101,32,124.96513513513514
G Skill Intl F4-4400C19-16GTRG 16GB,rk19564,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4400C19-16GTRG+16GB&id=19564,0.1890551527136892,0.839644970414201,9913.0,39929.0,25063.0,18687.0,0.1348314606741573,0.184572252407944,16,124.96513513513514
G Skill Intl F4-4600C18-8GTRS 8GB,rk13946,https://www.memorybenchmark.net/ram.php?ram=G+Skill+Intl+F4-4600C18-8GTRS+8GB&id=13946,0.1890551527136892,0.8417159763313609,9981.0,34514.0,25055.0,19668.0,0.1011235955056179,0.2043054179326668,8,124.96513513513514
Gloway International Co. Ltd. TAC4U3600E18162C 16GB,rk24554,https://www.memorybenchmark.net/ram.php?ram=Gloway+International+Co.+Ltd.+TAC4U3600E18162C+16GB&id=24554,0.1890551527136892,0.6958579881656803,5457.0,33900.0,25026.0,18064.0,0.1629213483146067,0.161997924307672,16,124.96513513513514
A-DATA Technology AX4U36008G18I-DCBK20 8GB,rk21465,https://www.memorybenchmark.net/ram.php?ram=A-DATA+Technology+AX4U36008G18I-DCBK20+8GB&id=21465,0.1890551527136892,0.6946745562130177,6705.0,34230.0,25012.0,16615.0,0.1348314606741573,0.1615846642966831,8,124.96513513513514
